Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound,ClaimedAmount
Feb,2,Sunday,Toyota,Urban,Feb,2,Male,Single,22,Third Party,Sedan - All Perils,1,2,125,6,400,3,more than 30,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,6956
Feb,2,Saturday,Pontiac,Urban,Feb,2,Female,Married,26,Policy Holder,Sedan - Liability,0,1,126,16,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5891
Jan,4,Saturday,Dodge,Urban,Mar,1,Male,Married,53,Policy Holder,Sedan - Collision,1,2,127,15,400,2,more than 30,more than 30,none,more than 7,Yes,No,External,none,4 to 8 years,2 vehicles,1994,2,0,5502
Jan,4,Sunday,Mazda,Urban,Jan,5,Male,Married,38,Policy Holder,Sedan - Liability,0,2,128,13,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,4692
Jan,4,Sunday,Chevrolet,Rural,Jan,4,Male,Married,27,Third Party,Sedan - Liability,0,2,129,9,400,3,more than 30,more than 30,more than 4,6 years,No,Yes,External,none,no change,1 vehicle,1994,0,0,5349
Nov,4,Monday,Honda,Urban,Nov,4,Male,Single,29,Policy Holder,Sedan - Collision,1,1,130,14,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,5401
Jul,2,Friday,Pontiac,Urban,Jul,2,Male,Single,32,Policy Holder,Sedan - Collision,1,1,131,10,400,1,more than 30,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,4858
Apr,4,Thursday,Honda,Urban,Apr,4,Male,Single,18,Third Party,Sedan - Collision,1,1,132,14,400,3,more than 30,more than 30,none,3 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,7464
Oct,3,Thursday,Pontiac,Urban,Oct,4,Male,Married,60,Third Party,Sedan - Collision,1,1,133,6,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,5624
Oct,3,Friday,Ford,Urban,Oct,3,Male,Married,53,Policy Holder,Sedan - Collision,1,5,134,12,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,2,0,5528
Apr,1,Tuesday,Honda,Urban,Apr,2,Male,Single,29,Policy Holder,Sedan - Collision,1,1,135,16,400,4,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,4694
Mar,2,Sunday,Pontiac,Urban,Mar,2,Male,Married,29,Policy Holder,Sedan - Collision,1,1,136,6,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,6179
Mar,2,Monday,Toyota,Urban,Mar,4,Male,Married,41,Third Party,Sedan - Collision,1,1,137,9,400,4,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,5548
Feb,4,Monday,Toyota,Urban,Mar,1,Male,Married,29,Policy Holder,Sedan - All Perils,1,1,138,9,400,4,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,5590
Dec,4,Wednesday,Mercury,Urban,Jan,1,Male,Married,42,Policy Holder,Sedan - All Perils,1,1,139,2,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,1,0,5027
Oct,5,Friday,Toyota,Urban,Feb,1,Male,Married,34,Policy Holder,Sedan - All Perils,1,0,140,9,400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,1,0,6593
Jul,3,Monday,Honda,Urban,Jul,3,Male,Married,51,Policy Holder,Sport - Collision,0,5,141,11,400,4,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,4665
Jun,4,Monday,Pontiac,Urban,Jul,1,Male,Married,32,Policy Holder,Sedan - All Perils,1,1,142,3,400,4,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,5368
Feb,5,Monday,Chevrolet,Urban,Mar,1,Male,Married,52,Policy Holder,Sedan - Liability,0,1,143,10,400,4,more than 30,more than 30,none,more than 7,No,No,Internal,3 to 5,no change,5 to 8,1994,0,0,5441
Feb,3,Thursday,Toyota,Urban,Feb,3,Male,Married,61,Policy Holder,Sedan - Collision,1,1,144,8,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,5804
Feb,3,Wednesday,Toyota,Rural,Feb,4,Male,Single,25,Third Party,Sedan - Liability,0,1,145,1,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,5417
Nov,1,Thursday,Mazda,Urban,Nov,1,Male,Married,41,Policy Holder,Sedan - All Perils,1,2,146,6,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,1,0,5690
Sep,3,Saturday,Mazda,Urban,Sep,3,Male,Single,33,Third Party,Sedan - Liability,0,2,147,10,400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,0,0,4856
Dec,1,Monday,Toyota,Rural,May,3,Male,Married,39,Policy Holder,Sedan - All Perils,1,2,148,1,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,under 6 months,2 vehicles,1994,1,1,4822
Jun,1,Tuesday,Accura,Urban,Jun,2,Male,Single,30,Policy Holder,Sedan - Collision,1,2,149,13,400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,5009
May,4,Monday,Mazda,Urban,May,4,Male,Widow,50,Policy Holder,Sedan - Collision,1,1,150,15,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,4800
Jan,2,Monday,Pontiac,Urban,Jan,2,Female,Married,31,Third Party,Sedan - Collision,1,1,151,8,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,4487
Jan,2,Tuesday,Pontiac,Urban,Jan,2,Male,Single,23,Policy Holder,Sedan - Liability,0,2,152,8,400,4,more than 30,more than 30,more than 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,6157
Jan,2,Tuesday,Pontiac,Urban,Jan,2,Male,Single,31,Third Party,Sedan - Liability,0,2,153,10,400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,5076
Sep,4,Tuesday,Honda,Urban,Oct,1,Male,Married,50,Third Party,Sedan - All Perils,1,1,154,2,500,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,1,0,6336
Jan,5,Saturday,Honda,Urban,Jan,5,Female,Single,33,Third Party,Sedan - Liability,0,1,155,8,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1994,0,0,4128
Jan,5,Sunday,Accura,Urban,Feb,1,Male,Married,30,Policy Holder,Sedan - Liability,0,2,156,6,400,2,more than 30,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,4728
Jan,5,Monday,Mazda,Urban,Feb,1,Male,Married,44,Policy Holder,Sedan - Collision,1,3,157,13,400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,5209
Jan,4,Wednesday,Chevrolet,Urban,Feb,4,Male,Married,46,Policy Holder,Sedan - All Perils,1,5,158,13,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,5557
Jan,5,Saturday,Honda,Urban,Feb,1,Male,Single,31,Policy Holder,Sedan - Liability,0,1,159,11,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,5344
Jan,5,Friday,Honda,Urban,Jan,5,Male,Married,48,Policy Holder,Sedan - Liability,0,1,160,5,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,0,0,5488
Dec,2,Friday,Chevrolet,Urban,Jan,2,Male,Married,33,Policy Holder,Sedan - All Perils,1,5,161,12,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,1,1,5506
Jan,4,Tuesday,Honda,Urban,Jan,4,Male,Single,0,Policy Holder,Sedan - Liability,0,5,162,3,400,1,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1994,0,0,5308
Jan,4,Friday,Chevrolet,Urban,Jan,4,Female,Single,37,Third Party,Sedan - Liability,0,5,163,5,400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,4561
Jan,4,Friday,Toyota,Urban,Jan,4,Male,Married,43,Third Party,Sedan - All Perils,1,0,164,3,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,1,0,5468
Jan,2,Wednesday,Toyota,Urban,Jan,4,Female,Married,32,Third Party,Sedan - Collision,1,2,165,14,400,1,more than 30,more than 30,more than 4,4 years,No,No,External,1 to 2,no change,3 to 4,1994,2,0,4699
Jan,2,Thursday,Toyota,Urban,Jan,2,Male,Married,57,Policy Holder,Sedan - Liability,0,1,166,4,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,5240
Jan,3,Friday,Honda,Urban,Jan,3,Male,Married,65,Third Party,Sedan - All Perils,1,1,167,8,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,7358
Oct,2,Saturday,Toyota,Urban,Oct,2,Female,Single,27,Policy Holder,Sedan - Collision,1,1,168,12,400,4,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,6419
May,4,Friday,Nisson,Rural,Jul,2,Male,Married,42,Policy Holder,Utility - All Perils,2,5,169,6,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1994,1,0,5730
May,3,Thursday,Honda,Urban,May,4,Male,Married,57,Policy Holder,Sedan - Liability,0,1,170,7,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5086
Mar,4,Friday,Pontiac,Urban,Mar,5,Male,Single,32,Policy Holder,Sedan - All Perils,1,1,171,2,400,3,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,5198
Mar,1,Saturday,Mazda,Urban,Mar,3,Male,Single,29,Policy Holder,Sedan - Liability,0,1,172,7,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5638
Feb,2,Monday,VW,Urban,Feb,4,Male,Married,36,Policy Holder,Sedan - Collision,1,2,173,2,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,6115
Feb,2,Monday,Toyota,Urban,Feb,2,Male,Single,28,Policy Holder,Sedan - Liability,0,2,174,2,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,4588
Feb,1,Monday,Honda,Urban,Feb,2,Female,Single,32,Policy Holder,Sedan - All Perils,1,0,175,14,400,1,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,1,0,6967
Feb,1,Sunday,Chevrolet,Urban,Feb,2,Male,Single,33,Policy Holder,Sedan - All Perils,1,1,176,1,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,5768
Feb,2,Tuesday,Saab,Urban,Feb,2,Male,Married,37,Policy Holder,Sedan - All Perils,1,2,177,1,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,5715
Jan,5,Tuesday,Honda,Urban,Feb,1,Female,Single,26,Policy Holder,Sedan - Liability,0,1,178,16,400,3,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,4492
Jan,3,Sunday,Chevrolet,Urban,Jan,3,Male,Married,53,Policy Holder,Sedan - All Perils,1,1,179,5,400,1,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,1,0,6521
Jan,3,Saturday,Mercury,Rural,Jan,3,Male,Married,53,Third Party,Sedan - All Perils,1,1,180,12,400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,6153
Jan,3,Monday,Ford,Urban,Jan,3,Male,Married,74,Policy Holder,Sedan - All Perils,1,0,181,8,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,1,0,5178
Jun,3,Tuesday,Pontiac,Urban,Jul,4,Male,Married,50,Policy Holder,Sedan - Collision,1,1,182,3,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,5511
Jun,2,Thursday,Mazda,Urban,Jun,2,Male,Single,27,Third Party,Sedan - All Perils,1,1,183,3,400,4,more than 30,more than 30,none,6 years,No,No,External,none,1 year,1 vehicle,1994,1,0,5757
Dec,2,Sunday,Toyota,Urban,Feb,1,Male,Married,48,Third Party,Sedan - All Perils,1,1,184,7,400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,1,0,6295
Jan,1,Sunday,Chevrolet,Urban,Jan,1,Female,Single,55,Third Party,Sedan - All Perils,1,1,185,2,400,2,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,7142
Jan,1,Sunday,Pontiac,Urban,Jan,1,Male,Married,48,Policy Holder,Sedan - All Perils,1,1,186,10,400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,1,0,5270
Jan,1,Monday,Honda,Urban,Jan,2,Male,Single,0,Third Party,Sedan - Liability,0,5,187,8,400,4,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1994,0,0,6193
Dec,5,Thursday,Pontiac,Urban,Jan,2,Male,Married,54,Third Party,Sedan - Liability,0,1,188,10,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5547
Jan,1,Saturday,Chevrolet,Urban,Jan,1,Male,Married,36,Policy Holder,Sedan - Liability,0,2,189,14,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,4166
Dec,2,Monday,Mazda,Urban,Jan,1,Male,Married,43,Policy Holder,Sedan - All Perils,1,2,190,10,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1994,1,1,6523
Dec,5,Friday,Mazda,Urban,Jan,1,Male,Married,41,Policy Holder,Sedan - Collision,1,2,191,1,400,4,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,5861
Feb,4,Tuesday,Toyota,Urban,Feb,4,Male,Married,48,Policy Holder,Sedan - All Perils,1,1,192,6,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,5501
Dec,3,Tuesday,Chevrolet,Urban,Jan,2,Male,Married,26,Policy Holder,Utility - All Perils,2,5,193,14,400,2,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,1,1,7237
Feb,2,Sunday,Toyota,Urban,Feb,3,Female,Married,43,Policy Holder,Sedan - All Perils,1,1,194,1,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,6424
Dec,3,Thursday,Honda,Urban,Jan,1,Male,Married,39,Policy Holder,Sport - Collision,0,5,195,13,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,2,1,5194
Feb,1,Friday,Chevrolet,Urban,Feb,2,Male,Married,49,Third Party,Sedan - Collision,1,2,196,4,400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,2,0,4650
Feb,1,Saturday,Honda,Urban,Oct,3,Male,Married,37,Third Party,Sedan - Collision,1,2,197,14,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,5968
Aug,1,Wednesday,Mazda,Urban,Sep,2,Male,Married,36,Third Party,Sedan - Collision,1,1,198,1,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,5186
Mar,1,Sunday,Pontiac,Urban,Mar,2,Female,Married,52,Policy Holder,Sedan - All Perils,1,1,199,4,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,6677
Dec,4,Saturday,Pontiac,Urban,Jan,2,Male,Married,29,Third Party,Sedan - All Perils,1,0,200,16,400,4,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,1,0,6052
Dec,4,Friday,Mazda,Urban,Jan,1,Male,Married,38,Third Party,Sedan - Collision,1,1,201,10,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,5879
Dec,4,Monday,Mazda,Urban,Jan,1,Male,Single,34,Policy Holder,Sedan - Collision,1,1,202,2,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,6098
Dec,4,Monday,Honda,Rural,Jan,2,Male,Single,0,Policy Holder,Sedan - Collision,1,5,203,14,400,3,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1994,2,0,5082
Sep,1,Monday,Honda,Rural,Sep,1,Male,Married,41,Policy Holder,Sedan - Liability,0,2,204,6,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5252
Dec,3,Friday,Pontiac,Urban,Jan,3,Male,Married,41,Third Party,Sedan - All Perils,1,0,205,16,500,3,none,more than 30,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,1994,1,1,5948
Apr,4,Saturday,Pontiac,Urban,May,1,Male,Married,64,Policy Holder,Sedan - Collision,1,1,206,15,400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,3 to 4,1994,2,0,5968
Dec,3,Saturday,Pontiac,Urban,Jan,2,Male,Married,27,Policy Holder,Sedan - Collision,1,5,207,11,400,4,more than 30,more than 30,2 to 4,4 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,1,6314
Sep,5,Friday,Mazda,Urban,Oct,1,Male,Single,25,Policy Holder,Sedan - Collision,1,5,208,5,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,6833
Oct,1,Saturday,Toyota,Urban,Oct,2,Male,Single,21,Third Party,Sedan - Collision,1,1,209,5,400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1994,2,0,6557
Dec,4,Tuesday,Pontiac,Rural,Mar,3,Male,Married,31,Third Party,Sedan - All Perils,1,0,210,16,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,6228
Apr,3,Monday,Pontiac,Urban,Apr,3,Male,Single,39,Policy Holder,Sedan - Collision,1,1,211,3,400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,2,0,4642
Feb,4,Wednesday,Honda,Rural,Feb,5,Female,Married,37,Third Party,Sedan - All Perils,1,0,212,1,400,1,more than 30,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,6651
Feb,3,Monday,Accura,Urban,Feb,3,Male,Married,41,Policy Holder,Sedan - Collision,1,1,213,11,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,5124
Aug,2,Thursday,Pontiac,Urban,Aug,3,Male,Married,37,Policy Holder,Sedan - All Perils,1,1,214,16,400,4,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,1,0,5951
Jun,4,Saturday,Mazda,Rural,Jun,4,Male,Married,28,Policy Holder,Sedan - Collision,1,2,215,7,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,5221
Jun,1,Friday,Chevrolet,Urban,Sep,2,Male,Married,57,Policy Holder,Sedan - Collision,1,1,216,12,400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,2,0,5436
Jun,1,Friday,Toyota,Urban,Jun,3,Male,Married,61,Policy Holder,Sedan - Collision,1,1,217,9,400,2,15 to 30,more than 30,none,more than 7,Yes,No,External,none,no change,1 vehicle,1994,2,0,5309
Jan,5,Tuesday,Mazda,Urban,Jan,5,Male,Married,69,Policy Holder,Sedan - Liability,0,1,218,3,700,4,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,4964
Jan,5,Tuesday,Honda,Urban,Feb,2,Male,Married,67,Policy Holder,Sedan - Collision,1,1,219,11,400,1,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,4615
Feb,1,Thursday,Chevrolet,Urban,Feb,1,Male,Married,52,Policy Holder,Sedan - All Perils,1,5,220,1,400,4,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,5687
Jul,4,Monday,Toyota,Urban,Sep,1,Male,Single,23,Policy Holder,Sedan - Liability,0,1,221,15,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,4153
Jun,4,Wednesday,Pontiac,Urban,Jun,4,Male,Married,38,Policy Holder,Sedan - Liability,0,0,222,2,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5559
Jan,2,Monday,Toyota,Urban,Jan,2,Male,Married,32,Third Party,Sedan - Collision,1,1,223,13,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,5111
Jan,2,Monday,Honda,Urban,Jan,2,Male,Married,26,Policy Holder,Sedan - Liability,0,1,224,9,400,2,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5376
Jan,2,Monday,Toyota,Urban,Jan,2,Male,Married,57,Policy Holder,Sedan - All Perils,1,1,225,4,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,5572
Nov,3,Monday,Pontiac,Urban,Nov,3,Male,Married,29,Policy Holder,Sedan - Liability,0,5,226,2,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1994,0,0,4241
Oct,3,Tuesday,Saab,Urban,Oct,4,Male,Married,26,Third Party,Sedan - Collision,1,2,227,5,400,2,15 to 30,more than 30,none,7 years,No,No,External,none,no change,more than 8,1994,2,0,5383
Oct,3,Tuesday,VW,Urban,Oct,5,Female,Single,30,Policy Holder,Sedan - Collision,1,5,228,14,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,4801
Dec,4,Thursday,Pontiac,Rural,Jan,1,Male,Married,41,Policy Holder,Sedan - Collision,1,1,229,1,400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,1,5123
Oct,4,Wednesday,Pontiac,Urban,Oct,4,Male,Married,65,Policy Holder,Sedan - Liability,0,5,230,14,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,6744
